2015,1,5,0,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,1ST & FESS
2015,1,6,1500,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,2ND & COLLEGE
2015,1,6,2300,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,BASSWOOD & BLOOMFIELD
2015,1,7,900,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,GATES & JACOBS
2015,1,7,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,W 3RD
2015,1,6,1800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,BURKS & WALNUT
2015,1,6,1200,2-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,SOUTH CURRY PIKE LOT 71
2015,1,6,1400,1-Car,Incapacitating,ENGINE FAILURE OR DEFECTIVE,NORTH LOUDEN RD
2015,1,7,1400,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,LIBERTY & W 3RD
2015,1,7,1600,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,PATTERSON & W 3RD
2015,1,7,1500,2-Car,No injury/unknown,UNSAFE BACKING,S LIBERTY
2015,1,7,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E WINSLOW & S HIGHLAND
2015,1,7,1700,1-Car,No injury/unknown,UNSAFE BACKING,E KIRKWOOD
2015,1,7,1800,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,HEATHERWOOD & LEONARD SPRINGS
2015,1,1,1300,3+ Cars,Incapacitating,DISREGARD SIGNAL/REG SIGN,ROGERS & W PATTERSON
2015,1,1,1500,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SOUTH WALNUT & SOUTH WALNUT STREET
2015,1,1,1800,1-Car,No injury/unknown,ROADWAY SURFACE CONDITION,17TH & MONROE
2015,1,1,1800,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,ARLINGTON & MONROE
2015,1,1,1600,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,SOUTH LIBERTY
2015,1,1,1800,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,DILLMAN & SR37S
2015,1,1,1200,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,RHORER & S WALNUT
2015,1,2,700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,446 & SR46E
2015,1,1,700,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,CHAPEL HILL & SR446S
2015,1,2,700,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,3320 E RHORER & SNODDY
2015,1,2,1300,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,3RD & KINGSTON
2015,1,2,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,EAST 10TH & NORTH UNION
2015,1,1,2100,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,SOUTH CLARIZZ
2015,1,2,1700,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,COUNTRY CLUB & ROGERS
2015,1,1,2000,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,W SR 45
2015,1,2,1900,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,E GETTYS CREEK & E KERR CREK
2015,1,2,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,3RD & LIBERTY
2015,1,2,2100,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,SOUTH ROGERS & WEST GORDON PIKE
2015,1,7,2000,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,INGRAM & SR37
