2011,8,4,800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,7TH ST & ROGERS
2011,2,2,1600,2-Car,No injury/unknown,UNSAFE BACKING,W 7TH ST
2011,2,5,1700,2-Car,No injury/unknown,IMPROPER PASSING,GRANDVIEW ST & KERRY
2011,3,6,1400,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,N MORTON & W 7TH ST
2011,9,3,1000,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,N MORTON & W 7TH ST
2011,11,3,1100,2-Car,Non-incapacitating,SPEED TOO FAST FOR WEATHER CONDITIONS,7TH ST & MORTON
2011,5,5,1300,2-Car,No injury/unknown,UNSAFE BACKING,7TH ST & COLLEGE
2011,5,6,500,Pedestrian,Non-incapacitating,PEDESTRIAN ACTION,N COLLEGE AVE
2011,8,7,1000,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,N COLLEGE AVE & W 7TH
2011,10,5,1800,Pedestrian,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,7TH & COLLEGE AVE
2011,12,4,1400,2-Car,No injury/unknown,UNSAFE BACKING,COLLEGE & SEVENTH ST
2011,3,5,1800,2-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,EAST 7TH ST & NORTH LINCOLN
2011,3,1,2000,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E 7TH & N WALNUT ST
2011,4,4,1200,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,7TH & N WALNUT ST
2011,4,6,1800,2-Car,No injury/unknown,UNSAFE BACKING,E 7TH ST
2011,7,2,1100,2-Car,No injury/unknown,BRAKE FAILURE OR DEFECTIVE,E 7TH ST & N DUNN
2011,7,1,1900,2-Car,No injury/unknown,IMPROPER TURNING,E 7TH & N WALNUT ST
2011,7,6,1100,2-Car,No injury/unknown,IMPROPER LANE USAGE,NORTH WALNUT ST & WEST 7TH
2011,8,7,300,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,E 7TH & N LINCOLN ST
2011,8,6,1400,2-Car,No injury/unknown,IMPROPER TURNING,7TH ST & LINCOLN
2011,9,3,2000,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,7TH & WALNUT ST
2011,9,4,2100,Pedestrian,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,E 7TH ST & N GRANT
2011,9,4,700,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,E 7TH & N WALNUT ST
2011,10,5,100,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,7TH & N WALNUT ST
2011,10,6,1200,Cyclist,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,7TH ST & WALNUT
2011,10,1,300,2-Car,No injury/unknown,IMPROPER TURNING,EAST SEVENTH ST & WASHINGTON
2011,11,6,1700,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,7TH ST & GRANT
2011,11,1,1300,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,7TH ST & WASHINGTON
2011,11,3,1200,2-Car,No injury/unknown,UNSAFE BACKING,E 7TH ST & N WALNUT
2011,11,2,2300,2-Car,No injury/unknown,UNSAFE BACKING,7TH ST & WASHINGTON
2011,12,1,0,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,EAST 7TH ST
2011,12,1,1200,2-Car,Non-incapacitating,UNSAFE SPEED,E 7TH ST & N LINCOLN
2011,9,4,1700,2-Car,No injury/unknown,UNSAFE BACKING,E 7TH ST
2011,8,5,1800,1-Car,No injury/unknown,UNSAFE BACKING,E 7TH ST
2011,3,7,1500,Moped/Motorcycle,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,7TH & ADAMS ST
2011,1,3,1900,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,N COLLEGE AVE & W 7TH
2011,11,4,900,Cyclist,Non-incapacitating,LEFT OF CENTER,E 7TH ST
2011,4,2,1400,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,7TH ST & SUNRISE
2011,2,3,1800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,EAST 7TH ST & NORTH LINCOLN
2011,8,4,700,2-Car,No injury/unknown,UNSAFE BACKING,7TH ST & DUNN
2011,11,6,1500,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,7TH & INDIANA AVE
2011,4,2,1400,3+ Cars,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,E SEVENTH ST
2011,2,3,2300,2-Car,No injury/unknown,UNSAFE BACKING,E 7TH ST & FORREST
2011,12,1,1900,1-Car,No injury/unknown,HOLES/RUTS IN SURFACE,WEST HENNESSEY & WICKINS ST
2011,2,4,1800,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,N CURRY PIKE & W JONATHAN
2011,4,7,1700,1-Car,No injury/unknown,ROADWAY SURFACE CONDITION,CURRY & JOHNATHAN DR
2011,7,5,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,NORTH GATES DR
2011,1,6,1900,1-Car,No injury/unknown,ROADWAY SURFACE CONDITION,E BRAESIDE & N PETE ELLIS DR
2011,9,5,1400,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,BRAESIDE & PETE ELLIS DR
2011,10,4,200,2-Car,No injury/unknown,RAN OFF ROAD RIGHT,7TH & N JEFFERSON ST
2011,6,5,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,300 SOUTH COLLEGE AVE & SMITH
2011,4,1,1400,2-Car,No injury/unknown,UNSAFE BACKING,7TH ST & ROSE
2011,2,2,1800,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,7TH & JORDAN AVE
2011,3,4,2100,3+ Cars,No injury/unknown,IMPROPER LANE USAGE,LINCOLN ST & SMITH
2011,12,7,1100,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,N GATES DR
2011,5,6,1500,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E MILLER & S WALNUT ST
2011,4,5,1300,3+ Cars,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,N GATES DR
2011,8,2,800,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,NORTH ROGERS ST
2011,10,3,2100,2-Car,No injury/unknown,IMPROPER TURNING,MORTON ST
2011,11,3,1400,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,E 7TH ST & N HILLSDALE
2011,4,7,1300,2-Car,No injury/unknown,IMPROPER LANE USAGE,6TH & N INDIANA AVE
2011,7,6,1300,Pedestrian,Incapacitating,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,6TH ST & INDIANA
2011,10,5,1600,2-Car,No injury/unknown,OVERCORRECTING/OVERSTEERING,N DUNN ST
2011,2,5,1400,2-Car,No injury/unknown,UNSAFE BACKING,6TH ST & GRANT
2011,5,1,1200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,6TH & ROGERS ST
2011,5,7,1900,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,6TH & JACKSON ST
2011,5,6,1500,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,N ROGERS ST & W 6TH
2011,10,4,1500,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,6TH & ROGERS ST
