2011,10,7,1500,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,3RD ST & MULLER
2011,1,7,1500,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,CURRY & W 3RD ST
2011,1,2,1000,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,3RD ST & CURRY
2011,4,7,1800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,3RD ST & CURRY
2011,4,4,2000,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,CURRY PIKE & THIRD
2011,6,2,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,CURRY PIKE & W THIRD
2011,7,7,1100,2-Car,Non-incapacitating,UNSAFE SPEED,S CURRY & W 3RD ST
2011,7,1,1300,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,S CURRY & W 3RD ST
2011,8,2,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,CURRY PIKE & W 3RD
2011,8,6,1500,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,3RD ST & CURRY
2011,9,7,1400,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,CURRY PIKE & W 3RD
2011,10,6,2000,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,CURRY PIKE & THIRD
2011,10,2,1500,Cyclist,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,CURRY & W 3RD ST
2011,10,4,1500,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,CURRY & WEST 3RD ST
2011,11,3,900,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,S CURRY & W 3RD ST
2011,11,6,1600,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,CURRY & W 3RD ST
2011,1,4,800,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,INDIANA & THIRD ST
2011,1,7,1600,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,E 3RD ST & SR 45 46
2011,1,6,2300,Pedestrian,Non-incapacitating,PEDESTRIAN ACTION,E 3RD ST & S DUNN
2011,2,2,1600,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,EAST HENDERSON & SOUTH HENDERSON ST
2011,4,3,1400,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,EAST 3RD ST & INDIANA
2011,4,6,1200,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E 3RD ST & SO INDIANA
2011,4,6,1600,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,3RD ST & INDIANA
2011,6,6,1200,2-Car,No injury/unknown,UNSAFE BACKING,1403 E ATWATER (PARKING LOT) AVE & ATWATER
2011,7,2,1200,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E 3RD ST & S FESS
2011,7,6,1300,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,3RD ST & INDIANA
2011,9,7,2200,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,3RD & INDIANA AVE
2011,9,4,1900,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,E 3RD ST & S FESS
2011,10,6,1200,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,3RD & SR 45 46 BYP
2011,10,4,2100,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E 3RD ST & S FESS
2011,10,7,1400,2-Car,Non-incapacitating,UNSAFE LANE MOVEMENT,300 S FESS & 700 E 3RD ST
2011,12,6,1200,2-Car,No injury/unknown,IMPROPER LANE USAGE,INDIANA & THIRD ST
2011,12,3,1100,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,500 E 3RD ST & INDIANA
2011,8,5,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,46 & PETE ELLIS DR
2011,1,5,1800,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,3RD ST & FESS
2011,10,7,1700,2-Car,No injury/unknown,UNSAFE BACKING,E 3RD ST
2011,9,1,2000,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,3RD ST & FESS
2011,9,4,1900,2-Car,No injury/unknown,UNSAFE BACKING,EAST 3RD ST
2011,1,7,2200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SR 37 & W 3RD ST
2011,12,6,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,S WESTPLEX & W THIRD ST
