2008,5,2,900,2-Car,No injury/unknown,LEFT OF CENTER,COUNTRY CLUB DR DRS & ROGERS ST
2008,6,6,1700,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,COUNTRY CLUB & ROGERS RD
2008,8,2,1900,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,PICCADILLY ST & WINSLOW
2008,5,6,2000,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,WALNUT STREET & WINSLOW RDS
2008,7,3,1900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,WALNUT STREET & WINSLOW RD
2008,9,3,1200,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,WINSLOW RD
2008,11,6,1600,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,E WINSLOW & S WALNUT ST PIKE
2008,11,6,1900,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,BURBERRY & WINSLOW RD
2008,2,1,1200,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,E ROGERS ROAD RD
2008,10,6,800,2-Car,No injury/unknown,IMPROPER TURNING,E ROGERS ROAD RD
2008,9,4,1700,2-Car,Non-incapacitating,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,COUNTRY CLUB DR & MADISON
2008,1,1,1200,3+ Cars,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,WALNUT ST & WINSLOW
2008,4,3,1900,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,WALNUT ST & WINSLOW
2008,4,6,700,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S WALNUT & WINSLOW RD
2008,6,7,1100,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,COUNTRY CLUB & SOUTH WALNUT ST
2008,8,3,1400,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,COUNTRY CLUB DR & S WALNUT
2008,12,6,1800,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,COUNTRY CLUB DR & WALNUT
2008,4,3,900,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,200 BLK W COUNTRY CLUB DR & S ROGERS
2008,8,7,1100,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,ROGERS & SARE RD
2008,10,6,2200,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,AIRPORT & SR45W
2008,1,5,1200,1-Car,No injury/unknown,TIRE FAILURE OR DEFECTIVE,E ROGERS & SO SARE RD
2008,3,4,1800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,ROGERS RD & SARE
